_id,age_certification,description,genres[0],genres[1],genres[2],genres[3],genres[4],genres[5],genres[6],genres[7],genres[8],id,production_countries[0],production_countries[1],production_countries[2],production_countries[3],production_countries[4],production_countries[5],production_countries[6],release_year,runtime,title,type,imdb_score,imdbScore,ageCertification,productionCountries[0],productionCountries[1],releaseYear,__v
66f562d6595d90b3b3feddda,TV-PG,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",comedy,drama,family,,,,,,,ts21693,US,,,,,,,1994,22,"Sister, Sister",SHOW,6.2,,,,,,
66f562d6595d90b3b3fedddb,TV-Y7,"Sakura Kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. She is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world.",scifi,comedy,drama,family,fantasy,romance,animation,action,,ts22286,JP,,,,,,,1998,25,Cardcaptor Sakura,SHOW,8,,,,,,
66f562d6595d90b3b3fedddc,PG-13,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",western,drama,history,,,,,,,tm190811,US,,,,,,,1993,115,Geronimo: An American Legend,MOVIE,6.5,,,,,,
66f562d6595d90b3b3fedddd,PG-13,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",romance,comedy,drama,,,,,,,tm107659,US,,,,,,,1996,126,The Mirror Has Two Faces,MOVIE,6.6,,,,,,
66f562d6595d90b3b3feddde,TV-PG,"Girlfriends is an American comedy-drama sitcom that premiered on September 11, 2000, on UPN and aired on UPN's successor network, The CW, before being cancelled in 2008. The final episode aired on February 11, 2008.\n\nWhen Girlfriends returned in fall 2007 for its eighth season, it became the longest-running live-action sitcom on network television that was on air that year, as well as one of the highest-rated scripted shows on television among African American adults and women 18-34, including its spin-off The Game.",comedy,drama,,,,,,,,ts21581,US,,,,,,,2000,21,Girlfriends,SHOW,7.2,,,,,,
66f562d6595d90b3b3fedddf,NC-17,"Bill Hicks shows us his view on smoking, smoking pot, drinking, sex, advertisement and music. It's not a view you hear very often.",comedy,,,,,,,,,tm7135,US,,,,,,,1991,30,Bill Hicks: One Night Stand,MOVIE,,,,,,,
66f562d6595d90b3b3fedde0,G,"In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",action,scifi,,,,,,,,tm7073,US,,,,,,,1991,91,Knight Rider 2000,MOVIE,4.5,,,,,,
66f562d6595d90b3b3fedde1,PG-13,"Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April, 1945.",drama,documentation,war,,,,,,,tm63514,US,,,,,,,1998,87,The Last Days,MOVIE,7.9,,,,,,
66f562d6595d90b3b3fedde2,TV-PG,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.",comedy,,,,,,,,,ts20918,US,,,,,,,1999,19,The Parkers,SHOW,6.8,,,,,,
66f562d6595d90b3b3fedde3,R,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",romance,drama,,,,,,,,tm10811,US,,,,,,,1995,105,Heavy,MOVIE,6.8,,,,,,
66f562d6595d90b3b3fedde4,,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",comedy,documentation,,,,,,,,tm188970,GB,,,,,,,1993,74,Bill Hicks: Revelations,MOVIE,8.5,,,,,,
66f562d6595d90b3b3fedde5,,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",drama,european,,,,,,,,tm188606,GH,GB,US,BF,DE,,,1993,124,Sankofa,MOVIE,7,,,,,,
66f562d6595d90b3b3fedde6,,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, and drugs and music.",comedy,,,,,,,,,tm128073,GB,,,,,,,1992,61,Bill Hicks: Relentless,MOVIE,,,,,,,
66f562d6595d90b3b3fedde7,TV-G,Dale's Supermarket Sweep was a UK game show based on the American Supermarket Sweep TV show format.,,,,,,,,,,ts18465,GB,,,,,,,1993,21,Dale's Supermarket Sweep,SHOW,7.1,,,,,,
66f562d6595d90b3b3fedde8,G,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",comedy,documentation,,,,,,,,tm64817,US,,,,,,,1998,75,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,7.9,,,,,,
66f562d6595d90b3b3fedde9,,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",documentation,,,,,,,,,tm320211,GB,,,,,,,1994,63,Children of God,MOVIE,6.4,,,,,,
66f562d6595d90b3b3feddea,R,"A biopic based on the life of one of the pioneer argentine rock stars 'Tanguito'. The movie tells the story of his rise and fall from grace, encompassed in violent times of a military regime.",drama,music,romance,,,,,,,tm189171,AR,ES,,,,,,1993,124,Wild Tango,MOVIE,6.7,,,,,,
66f562d6595d90b3b3feddeb,G,"Anjali is left heartbroken when her best friend and secret crush, Rahul, falls in love with Tina. Years later, Tina's young daughter tries to fulfil her mother's last wish of uniting Rahul and Anjali.",drama,romance,comedy,,,,,,,tm67635,IN,,,,,,,1998,185,Kuch Kuch Hota Hai,MOVIE,7.6,,,,,,
66f562d6595d90b3b3feddec,TV-Y7,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",comedy,family,action,animation,european,,,,,ts22080,FR,,,,,,,1999,9,Oggy and the Cockroaches,SHOW,7.4,,,,,,
66f562d6595d90b3b3fedded,TV-MA,"H is a French sitcom with seventy-one, 22-minute episodes. The series was created by Kader Aoun, Xavier Matthieu and Éric Judor, and produced by Phillippe Berthe, Édouard Molinaro, Jean-Luc Moreau and Charles Némès. It ran from 24 October 1998 to 20 April 2002 on Canal+. In Canada, it is shown weekly on TV5.\n\nThe title ""H"" comes from the three words that characterize the series: Humour, Histoire et Hôpital.",comedy,,,,,,,,,ts22039,FR,,,,,,,1998,25,H,SHOW,7.4,,,,,,
66f562d6595d90b3b3feddee,R,"Mexico, 1949. The fable of a janitor turned Mayor on a little town lost in the Mexican desert, who gradually realizes how far his new acquainted power and corruption can get him.",drama,comedy,crime,,,,,,,tm41525,MX,,,,,,,1999,120,Herod's Law,MOVIE,7.8,,,,,,
66f562d6595d90b3b3feddef,PG,This is arguably Tim Allen's best stand-up show ever and this show truly solidified Tim Allen's unique slant on masculinity becoming the backbone for his TV show “Home Improvement.”,comedy,documentation,,,,,,,,tm7951,US,,,,,,,1991,30,Tim Allen: Rewires America,MOVIE,5.9,,,,,,
66f562d6595d90b3b3feddf0,TV-MA,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,drama,romance,comedy,,,,,,,ts21684,AU,,,,,,,1994,47,Heartbreak High,SHOW,7.8,,,,,,
66f562d6595d90b3b3feddf1,PG-13,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",drama,romance,,,,,,,,tm55100,IN,,,,,,,1998,163,Dil Se..,MOVIE,7.5,,,,,,
66f562d6595d90b3b3feddf2,TV-MA,"The improbable real life of Rafael Escalona, who had no music education and became Colombia's king of vallenato music, chronicling everyday life.",drama,,,,,,,,,ts224786,CO,,,,,,,1991,44,Escalona,SHOW,,,,,,,
66f562d6595d90b3b3feddf3,,"Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",romance,comedy,drama,,,,,,,tm204173,IN,,,,,,,1993,153,Aashik Aawara,MOVIE,4.7,,,,,,
66f562d6595d90b3b3feddf4,,"In the 12th century's Andalusia lives Ibn Rushd a prominent islamic philosopher with his wife Zeinab and daughter Sara. The principality is ruled by Khalifa ElMansour who has two sons, ElNasser, an intellectual that likes Ibn Rush and is in love with his daughter Sara. The younger son Abdallah is more into dancing and poetry, spending most of his times with the gypsy family and getting the daughter pregnant. The Khalifa is depending on the extremists to build his army granting them more power which they use to combat artists and philosophers. The extremists succeed in recruiting Abd Allah and train him to kill his father. Events go on where Marawan, the gypsy singer, is killed and Ibn Rushd's books are burnt. Adapted from the real life of Ibn Rushd AlMasir is Chahine's statement against extremism.",drama,romance,comedy,history,,,,,,tm191614,EG,FR,,,,,,1997,136,Destiny,MOVIE,7.1,,,,,,
66f562d6595d90b3b3feddf5,G,Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.,comedy,,,,,,,,,tm8859,IN,,,,,,,1995,153,Oh Darling! Yeh Hai India!,MOVIE,4,,,,,,
66f562d6595d90b3b3feddf6,,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",drama,sport,,,,,,,,tm424630,US,,,,,,,1991,100,A Triumph of the Heart: The Ricky Bell Story,MOVIE,7.2,,,,,,
66f562d6595d90b3b3feddf7,,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",romance,drama,,,,,,,,tm12876,IN,,,,,,,1995,141,Bombay,MOVIE,8.1,,,,,,
66f562d6595d90b3b3feddf8,PG-13,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",romance,war,comedy,drama,european,,,,,tm52083,BE,FR,NO,LB,,,,1998,105,West Beirut,MOVIE,7.6,,,,,,
66f562d6595d90b3b3feddf9,G,"A lavish Maharaja lived with his sister-in-law and stepbrother Rajasekhar, helping people incessantly. His sister-in-law has a son, to whom the Maharaja bequeaths a major portion of his property. At this juncture, a new baby is born to the Maharaja.His wife dies soon after. Brother Rajasekhar cheats the Maharaja as he fears that his son's property might be taken back and given to the Maharaja's own son. When the cheating comes to light, the Maharaja hands over all his property and his baby to his sister-in-law...",drama,comedy,romance,action,,,,,,tm9898,IN,,,,,,,1995,165,Muthu,MOVIE,7.6,,,,,,
66f562d6595d90b3b3feddfa,,"When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",drama,music,family,,,,,,,tm326102,IN,,,,,,,1998,160,Qila,MOVIE,4.8,,,,,,
66f562d6595d90b3b3feddfb,,"A street hustler, who has spent several years in and out of prison, decides to reform his life, as he teaches street kids to stay away from crime, but has trouble maintaining these ideals in his own life.",action,drama,romance,crime,,,,,,tm12482,IN,,,,,,,1995,172,Ram Jaane,MOVIE,5.4,,,,,,
66f562d6595d90b3b3feddfc,G,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",comedy,fantasy,drama,crime,,,,,,tm128925,IN,,,,,,,1992,171,Chamatkar,MOVIE,6.5,,,,,,
66f562d6595d90b3b3feddfd,,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,thriller,action,drama,romance,,,,,,tm52871,IN,,,,,,,1998,156,Soldier,MOVIE,6.2,,,,,,
66f562d6595d90b3b3feddfe,TV-MA,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.",crime,drama,,,,,,,,ts28516,AR,,,,,,,2000,40,Okupas,SHOW,9,,,,,,
66f562d6595d90b3b3feddff,G,"Ramkishen and his wife Mamta have three sons. Prem and Vinod have sweethearts in Preeti and Vivek marries Sangeeta. Since Vivek is Mamta's step-son, she plots to alienate him, but will she succeed?",fantasy,romance,family,drama,,,,,,tm62385,IN,,,,,,,1999,177,Hum Saath Saath Hain,MOVIE,6.2,,,,,,
66f562d6595d90b3b3fede00,G,"A man belongs to a middle-class family and is intent on pursuing his career with a music group, despite his dad's disapproval. He is also in love with the lead singer, but she sees him mainly as a friend.",comedy,drama,music,romance,,,,,,tm184502,IN,,,,,,,1994,158,Kabhi Haan Kabhi Naa,MOVIE,7.6,,,,,,
66f562d6595d90b3b3fede01,,The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's. Southern beauty pageant winner Dawn Smith is targeted by a sadistic stalker whose obsession with her leads him to kidnap her younger sister.,drama,crime,thriller,,,,,,,tm7810,US,,,,,,,1991,100,Nightmare in Columbia County,MOVIE,5.5,,,,,,
66f562d6595d90b3b3fede02,PG-13,"Rival news-reporters, Ajay Bakshi, and Ria Bannerjee engage in a comic war to be the first to interview notorius M.K. Sharma, in which Ria succeeds. Then the two are thrust in a battle for their lives as they must decide whether to save an innocent terrorist from being hanged, or sacrifice their very lives themselves.",comedy,romance,drama,,,,,,,tm27601,IN,,,,,,,2000,160,Phir Bhi Dil Hai Hindustani,MOVIE,6.1,,,,,,
66f562d6595d90b3b3fede03,,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!",comedy,,,,,,,,,tm8687,US,,,,,,,1991,49,Sam Kinison: Family Entertainment Hour,MOVIE,,,,,,,
66f562d6595d90b3b3fede04,,"Vishu and Ramu are a pair of Indian twins living in America with their father, Rajamani. When Madhumita (Aishwarya Rai) and her brother come to America to get medical treatment for their ailing grandmother, Vishu and Ramu end up meeting them at the airport. Vishu falls in love with Madhumita, and the couple has everyone's blessing, except for Rajamani, who is estranged from his own twin brother. He only wants his sons to marry twin sisters, so Madhumita pretends to have a twin in order to please him. As Madhumita puts on a charade by creating Vaishnavi, all goes well, until Ramu falls in love with Vaishnavi. Now the truth must come out, before Madhumita has to marry both of Rajamani's twin sons.",drama,romance,comedy,,,,,,,tm47530,IN,,,,,,,1998,175,Jeans,MOVIE,6.4,,,,,,
66f562d6595d90b3b3fede05,G,"Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However, Roop loves Pooja but when Reshma threatens to kill herself, Roop agrees to marry her.",drama,romance,,,,,,,,tm105716,IN,,,,,,,1996,155,Chaahat,MOVIE,5.5,,,,,,
66f562d6595d90b3b3fede06,,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",romance,comedy,drama,,,,,,,tm117873,IN,,,,,,,1994,206,Hum Aapke Hain Koun..!,MOVIE,7.5,,,,,,
66f562d6595d90b3b3fede07,PG-13,"A frustrated housewife whose marriage to an average man does not meet her expectations enters into an affair with a younger man. Of course, there are no easy escapes from reality.",romance,drama,thriller,,,,,,,tm189773,IN,,,,,,,1993,126,Maya Memsaab,MOVIE,5.4,,,,,,
66f562d6595d90b3b3fede08,,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",war,drama,crime,european,,,,,,tm7032,IT,LB,BE,FR,,,,1991,97,Out of Life,MOVIE,6.9,,,,,,
66f562d6595d90b3b3fede09,PG,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.",comedy,action,crime,thriller,,,,,,tm58893,IN,,,,,,,1998,165,Duplicate,MOVIE,5.5,,,,,,
66f562d6595d90b3b3fede0a,,"A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot.",drama,action,crime,,,,,,,tm340430,IN,,,,,,,1993,145,Govindha Govindha,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fede0b,,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",drama,crime,,,,,,,,tm184326,IN,,,,,,,1993,180,Damini,MOVIE,7.8,,,,,,
66f562d6595d90b3b3fede0c,PG,"Vikram Mayur is looking after his late brother's eight-year-old son and is torn between choosing to take Nandu back to England to learn his family's business, or risk throwing it all way.",romance,comedy,drama,,,,,,,tm110225,IN,,,,,,,1996,172,English Babu Desi Mem,MOVIE,4.5,,,,,,
66f562d6595d90b3b3fede0d,,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's inspired group of lunatics who turned such unlikely sources of inspiration as Spam, dead parrots and the Inquisition into enduring punch lines. This entertaining documentary includes interviews with members of the troupe, as well as home movies, photos and rare recordings from Monty Python's early years.",comedy,documentation,,,,,,,,tm34391,GB,,,,,,,2000,55,Before the Flying Circus,MOVIE,7.3,,,,,,
66f562d6595d90b3b3fede0e,,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",comedy,music,documentation,,,,,,,tm21911,US,,,,,,,1991,72,Sam Kinison: Live in Vegas,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fede0f,,"After mistaking a flight attendant's attention for love, a wealthy, spoiled man becomes obsessed with her and soon tears her life apart.",thriller,romance,drama,,,,,,,tm118438,IN,,,,,,,1994,146,Anjaam,MOVIE,6.6,,,,,,
66f562d6595d90b3b3fede10,,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",drama,romance,,,,,,,,tm62176,IN,,,,,,,1999,174,Mann,MOVIE,6.1,,,,,,
66f562d6595d90b3b3fede11,,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",comedy,documentation,,,,,,,,tm57169,US,GB,,,,,,1998,58,Monty Python: Live at Aspen,MOVIE,7.8,,,,,,
66f562d6595d90b3b3fede12,PG-13,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",comedy,documentation,,,,,,,,tm184224,US,,,,,,,1993,59,Sinbad: Afros and Bellbottoms,MOVIE,7.8,,,,,,
66f562d6595d90b3b3fede13,,"Adam is the son of a wealthy Egyptian-American family who is studying at UCLA and returns home for a brief vacation. Upon his arrival he meets beautiful reporter Hanane, with whom he begins an intense love affair, and eventually they marry. Trouble arises when Hanane' s journalistic interests lead her to the corrupt business affairs of Adam's parents, who are interested in building an American tourist compound that would allow Americans further control of Egypt's tourist industry, and make them a whole lot richer.",drama,european,romance,,,,,,,tm44776,EG,FR,,,,,,1999,106,The Other,MOVIE,5.9,,,,,,
66f562d6595d90b3b3fede14,,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",comedy,documentation,,,,,,,,tm104933,US,,,,,,,1996,56,Sinbad: Son of a Preacher Man,MOVIE,6.7,,,,,,
66f562d6595d90b3b3fede15,,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",documentation,history,,,,,,,,tm203186,LB,,,,,,,1999,50,Children of Shatila,MOVIE,8.2,,,,,,
66f562d6595d90b3b3fede16,,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her.",action,crime,drama,thriller,,,,,,tm256669,IN,,,,,,,1993,149,Gumrah,MOVIE,6.1,,,,,,
66f562d6595d90b3b3fede17,,"The biblical tale of Joseph is told from an Egyptian perspective in this interesting character study. In this film, Joseph is called Ram. Ram, tired of his family's backward superstitious life, and tired of being picked on by his brothers, wants to go to Egypt to study agriculture. His brothers travel with him across Sinai, but then suddenly sell him to Ozir, an Egyptian who works for a Theban military leader, Amihar. Amihar is impressed by Ram's drive and personal charm and so grants Ram some desolate land outside the capital. Ram soon finds himself a pawn in the political and sexual games between Amihar and his wife Simihit, a high priestess of the Cult of Amun.",drama,,,,,,,,,tm117840,EG,FR,,,,,,1994,129,The Emigrant,MOVIE,6.5,,,,,,
66f562d6595d90b3b3fede18,,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",drama,action,,,,,,,,tm334788,IN,,,,,,,1991,142,Yodha,MOVIE,4.5,,,,,,
66f562d6595d90b3b3fede19,PG-13,"A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",drama,comedy,,,,,,,,tm110160,IN,,,,,,,1996,160,Avvai Shanmugi,MOVIE,7.9,,,,,,
66f562d6595d90b3b3fede1a,G,"Priya decides that she wants to be a nun, much to the horror of her father and Thomas, the boy who is in love with her. Thomas decides to enlist the help of Deva to change her mind.",comedy,drama,romance,,,,,,,tm192301,IN,,,,,,,1997,145,Minsara Kanavu,MOVIE,6.7,,,,,,
66f562d6595d90b3b3fede1b,,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",drama,,,,,,,,,tm110766,US,FR,DE,PS,,,,1996,88,Chronicle of a Disappearance,MOVIE,6.9,,,,,,
66f562d6595d90b3b3fede1c,,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",crime,action,drama,,,,,,,tm118256,IN,,,,,,,1994,147,Yaar Gaddar,MOVIE,3.6,,,,,,
66f562d6595d90b3b3fede1d,,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why he’s a veteran in comedy since the 80’s, with an entertaining show that the entire family can enjoy.",comedy,documentation,,,,,,,,tm64729,US,,,,,,,1998,55,Sinbad: Nothin' but the Funk,MOVIE,6.2,,,,,,
66f562d6595d90b3b3fede1e,,"In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother, Suraj falls in love with Oberoi's sister, Sapna which forces Suraj and Sapna to elope. Jai then locates the duo and brings them back to try and convince Oberoi to get them marry albeit successful.",romance,action,drama,,,,,,,tm314602,IN,,,,,,,1995,156,Dushmani,MOVIE,5,,,,,,
66f562d6595d90b3b3fede1f,,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,drama,romance,action,crime,,,,,,tm25389,IN,,,,,,,2000,170,Fiza,MOVIE,6,,,,,,
66f562d6595d90b3b3fede20,,A ghost seeking revenge for his death haunts the man who received his heart in a transplant.,romance,action,comedy,fantasy,,,,,,tm42397,IN,,,,,,,1999,131,Hello Brother,MOVIE,4.6,,,,,,
66f562d6595d90b3b3fede21,,Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.,drama,comedy,,,,,,,,tm210754,TR,,,,,,,1999,118,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,,,,,,,
66f562d6595d90b3b3fede22,,"Shankar and Chanchal earn their living by doing road shows. Once, Shankar sees Natasha on a circus poster and dreams of working with her. He gets an offer to work in the circus in Russia.",drama,action,,,,,,,,tm449775,IN,SU,,,,,,1991,162,Shikari,MOVIE,5.9,,,,,,
66f562d6595d90b3b3fede23,,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver.",,,,,,,,,,tm255589,,,,,,,,1998,30,One Last Shot,MOVIE,,,,,,,
66f562d6595d90b3b3fede24,TV-MA,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",drama,thriller,crime,,,,,,,ts4,US,,,,,,,2008,48,Breaking Bad,SHOW,9.5,,,,,,
